,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
10,1609.2194,1169.4108,1110.8834,752.3959,600.48157,586.68066,492.9892,410.07297,380.94037,366.20422,316.04547,306.67642,285.68405,282.56693,267.09033,252.61095,232.84038,225.48805,206.9025,191.19907,173.03516,151.8239,148.56572,146.5882,138.16481,135.69218,131.2674,126.373726,112.0519,109.98502,101.876854,93.139305,83.594505,81.41217,76.82865,69.04381,67.06673,66.63517,62.500587,58.17106,50.380108,46.655273,46.373886,43.0669,36.948303,31.80812,27.975622,26.928894,24.216875,20.895712,19.913206,16.636652,15.02548,9.858145,8.816701,7.304082,6.6270084,5.6282487,4.189136,3.291696,2.2558835,1.2863741,0.28927553,7.083635e-13,1.0
11,1836.7911,1033.9642,749.1874,467.152,318.56436,290.15,254.69406,238.87831,205.74132,171.36124,157.87297,146.17393,131.24306,121.24077,107.871124,105.86275,92.20638,85.704475,79.48577,73.04712,69.08295,66.18019,65.389946,60.422256,54.89636,51.376945,46.20235,42.624268,40.16145,37.00483,35.268394,31.448261,28.532967,27.486979,25.618177,24.393517,21.98211,20.560575,17.737673,15.143679,14.682238,12.616569,11.3222685,10.351958,8.88986,7.434985,6.9451737,5.0392303,3.2273917,2.5172644,1.6747339,1.2547024,0.66365486,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.7534466e-13,1.6612658e-13,1.0
12,1302.1538,1019.93677,1009.09985,827.19055,772.2086,528.6663,435.11664,415.89008,387.24686,364.9754,339.26874,333.28836,292.90784,275.27124,254.05748,245.10593,238.11105,215.09258,199.70114,195.894,180.88478,167.80032,160.40309,151.81558,149.64561,132.20152,121.726944,114.16566,108.15755,98.73652,96.06603,90.6273,86.16042,82.00001,78.91369,70.20239,63.79851,58.93375,56.315174,52.57617,48.997677,44.936787,42.177006,39.341152,36.322216,32.50815,29.594818,25.436274,24.670366,21.914314,20.380278,19.321384,13.874318,12.445754,12.168892,9.380451,8.555449,7.377123,6.127274,4.532642,4.089164,1.7210435,0.67673314,5.722137e-13,1.0
13,3636.5938,1731.5211,1591.9078,1300.8119,988.5735,662.4641,623.59625,474.9299,387.83438,348.47318,313.01086,304.69644,292.43347,259.69138,243.3968,234.20973,218.15508,211.08978,193.45357,179.56075,169.31876,156.39885,153.29158,140.23953,135.43282,129.08473,118.40952,116.70909,111.532326,106.0424,98.54097,92.135345,84.833725,83.28511,78.63305,77.93233,75.06507,68.645256,66.58152,62.780106,57.426598,56.463017,53.16743,48.5616,43.460754,41.29022,38.757027,34.103554,31.996773,30.316595,26.4305,23.510395,20.28481,19.079514,17.12616,14.01407,9.088347,8.442243,6.5489235,4.495136,4.469618,1.994781,1.0641098,1.5966702e-12,1.0
14,2138.8235,1671.5133,1210.0674,694.2976,658.7885,586.3447,453.39117,356.6597,321.02237,286.4006,252.14319,235.43948,214.72314,208.3449,195.35771,187.85515,183.04214,155.04288,152.7057,143.59464,135.11635,128.50575,119.77307,110.23022,98.99159,95.52247,88.59769,85.31229,81.16011,73.77905,66.398636,63.164852,59.451084,58.308086,53.956944,49.80139,48.138992,45.660435,42.243065,38.447586,36.590588,33.993572,31.559107,30.715559,29.015072,25.739025,24.999361,19.09494,18.018457,16.027689,15.6617365,11.710691,10.82337,9.005917,8.30484,6.1170917,5.080606,3.2498877,2.7933943,1.6239282,1.3715885,0.9294395,0.29840115,9.49315e-13,1.0
15,2098.8367,889.5031,453.00662,351.59866,295.05588,267.75613,246.72527,232.22433,201.15271,181.40962,171.2822,168.24672,159.13004,154.96858,139.48808,137.23688,131.97517,118.33162,112.94504,111.2007,109.37938,101.74105,100.133545,94.33516,90.73871,87.46349,85.90956,82.556595,80.14224,74.647766,71.897026,66.08955,64.78977,60.17494,58.96177,57.484493,55.29756,52.739723,51.334946,49.28783,46.40306,42.44067,39.28085,37.261105,35.326347,33.902805,32.205883,30.004532,24.863789,23.488012,22.512651,21.389084,18.053387,16.782701,15.967665,14.064871,11.824185,10.984899,10.483675,9.797037,5.333962,3.5575247,1.7259012,9.249861e-13,1.0
16,3744.1956,2865.6633,1354.8224,1073.3434,792.611,678.2191,554.346,519.87396,506.4513,443.11243,403.1702,359.26367,342.29263,328.68768,324.59775,303.3862,295.03952,283.2101,263.22104,253.16339,246.29468,233.04579,223.53636,217.68654,215.99826,210.6356,194.9138,184.51218,176.97171,174.98904,162.90604,158.00468,149.00887,147.11757,139.74994,130.4817,122.61857,115.64711,104.732895,100.59737,93.38106,87.296555,81.8558,76.195885,71.37108,58.471355,56.44066,48.712494,40.94815,33.507717,33.168762,29.305832,23.966427,19.537907,16.24415,12.499078,8.185623,5.7535233,1.6319985,0.61844164,3.3404285e-13,3.3404285e-13,3.3404285e-13,1.798271e-13,1.0
17,1701.7566,990.2471,830.176,764.5361,591.61096,500.0361,450.20605,420.2893,395.25308,330.2834,300.19766,279.29425,262.36078,240.93466,221.10045,215.54425,202.5213,190.9936,187.87596,179.34482,167.34988,160.9132,147.76471,145.1359,133.94548,131.81375,126.701546,121.4637,105.63184,101.37252,97.64926,95.63173,90.16365,85.31019,81.5241,76.38565,72.43608,69.7556,63.00831,60.100086,59.761513,55.3065,54.05265,48.240135,47.2453,44.97008,40.631405,38.2869,35.772118,34.153706,33.056595,25.290781,24.56082,21.68905,18.357843,18.136929,15.066733,13.08738,8.867154,7.559654,6.223692,4.264454,2.3647816,6.815003e-13,1.0
18,2649.9604,1072.2068,482.9791,402.14938,289.5969,270.70532,221.69926,198.89761,188.81723,163.61578,142.29327,115.82614,101.113464,90.7462,79.66691,77.88437,70.720764,67.935776,53.866627,47.144844,41.258797,37.796192,33.261593,23.565876,18.948318,10.182045,7.5910487,5.974916,5.2188964,3.569652,2.5225706,1.9652606,0.9402915,0.6508405,0.33709195,1.1770604e-12,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5734766e-13,2.5117246e-13,1.0
19,2143.91,1436.0145,1209.8909,1066.2367,674.88226,559.09735,486.089,438.92545,407.28494,345.6378,332.7276,323.35773,309.0104,255.92606,239.59895,238.48843,219.68282,205.46661,194.29025,184.5196,178.50656,166.94986,148.83354,141.19356,138.33849,131.80766,125.98795,122.059906,107.28682,102.92752,98.5835,96.47576,90.77304,84.22431,78.23053,73.2865,71.1685,61.018692,58.95372,51.187054,44.100624,43.39604,38.841557,38.47419,34.711445,31.896217,27.643814,26.477415,23.2037,19.357746,18.754509,14.629921,12.584762,9.869833,5.936907,3.9501774,1.6083143,1.8373665e-13,1.8373665e-13,1.8373665e-13,1.8373665e-13,1.8373665e-13,1.8373665e-13,1.6030588e-13,1.0
20,2074.4146,1445.5436,787.2338,671.33575,468.64905,331.5234,303.8874,291.2178,250.06425,236.54701,222.15527,194.50734,186.28067,173.4718,161.60028,156.69167,150.4791,135.59996,126.02607,122.48933,121.56923,115.84545,111.345314,102.18549,96.839874,89.57089,88.21106,85.92095,80.76663,75.58475,70.91228,68.09453,65.227554,63.779842,59.722767,55.361515,50.389713,46.18338,43.997795,42.479553,40.500385,36.2377,34.23057,31.416382,29.202412,27.705278,26.362564,25.253885,21.64021,20.349417,18.465828,17.082865,15.6854315,13.658234,11.455773,10.785284,8.486507,6.9526105,6.919381,4.1349096,3.5140617,2.4268935,1.4516587,8.9317784e-13,1.0
21,2418.2869,1596.8391,953.3425,873.9974,679.55194,585.26355,483.08057,447.7668,383.2024,367.7616,330.4312,315.8308,300.02405,279.07315,249.4805,244.56567,229.4075,217.44928,204.85016,182.66228,175.9075,166.60985,158.76894,152.1208,141.76218,140.55247,131.81773,129.88116,119.9499,109.43376,104.40976,103.89414,88.22688,83.14555,78.803925,71.328545,70.405556,66.072365,60.646606,51.025864,46.868313,42.159157,36.806683,33.943542,30.371744,26.644949,21.501162,17.515974,17.212566,15.032891,13.015087,10.92482,3.929647,3.1158233e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.9618191e-13,1.0
22,2184.532,983.9037,668.3497,549.41895,390.0451,279.83734,249.85739,209.86398,199.17175,185.76291,176.1987,163.66455,140.58058,134.91714,122.88374,118.48032,113.374916,106.474266,102.349014,98.70049,94.47343,90.914604,83.769646,81.264854,77.71331,71.24233,70.308945,60.72569,60.65773,54.00183,50.278038,48.106586,39.37289,36.59236,35.394833,29.951235,25.44546,19.737206,15.15696,10.076715,9.159559,8.578027,6.775501,6.0692286,5.344085,5.2672377,4.9971714,4.500524,4.3160896,3.8512259,3.3031726,3.036552,2.9974089,2.4930491,1.9621606,1.6112068,1.529006,1.2738007,0.8636605,0.7677799,0.5311566,0.34188136,0.08108393,9.56872e-13,1.0
23,3202.0837,1858.5867,1043.0883,597.87085,535.6885,449.51205,415.4543,329.7151,303.49738,283.06476,263.1863,246.81697,218.29503,204.20518,184.3827,159.4232,146.9684,141.08664,130.832,123.98393,120.14495,111.6805,107.6665,102.32769,94.86269,88.804016,83.37443,76.28954,69.76711,67.34792,59.126762,58.64844,55.809013,54.288185,51.24834,47.880302,41.25939,38.095078,33.989662,28.064562,25.564184,21.897337,20.006104,18.028807,14.8277645,13.618662,11.155333,7.2669773,1.9914868,0.35545537,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.8741595e-13,2.825761e-13,1.0
24,3897.582,1232.9875,870.129,643.8918,382.5602,331.26254,298.7593,283.7546,251.2423,181.37225,178.94063,159.35446,148.59549,146.77917,139.57214,119.1656,108.36769,102.08537,97.526344,94.06817,87.003685,82.933685,79.48977,75.74285,73.130394,65.0264,61.428474,60.1153,56.42288,51.87762,49.112503,43.155342,41.206703,40.326767,37.271408,32.607605,31.043606,25.860935,22.014727,21.298119,20.693264,18.369085,16.950567,11.4892235,6.5076823,5.322437,4.325385,4.197607,3.8583264,3.3424542,2.7792413,2.519917,2.4428205,2.0757885,1.5553839,1.278463,1.1761231,0.97828645,0.8137287,0.54812664,0.4231987,0.29326937,0.07253958,1.7137658e-12,1.0
25,2211.9744,1239.3737,899.847,788.0215,505.44348,369.7513,345.76318,325.8562,270.54425,241.6634,220.38492,214.92076,193.24187,177.57033,173.16295,160.00912,149.49884,147.50244,139.4969,136.31209,124.78122,113.63833,108.626526,102.338936,95.970894,94.184296,86.09141,82.87609,81.5668,76.5155,75.3599,70.412636,64.063225,60.6553,58.775665,56.39667,54.56915,47.666393,44.58579,42.078728,40.258373,37.11474,34.268486,31.379719,29.581951,27.880655,27.100945,24.934757,19.649614,19.031513,15.910902,12.536253,10.9830475,7.727057,5.268916,4.228056,2.3504105,1.7448732,1.0567987,0.86833537,0.43937057,0.19908583,0.041831166,9.821072e-13,1.0
26,2612.2617,1865.729,1387.0823,912.19696,683.6022,641.76044,555.6207,483.35187,438.2191,384.77386,368.9851,325.8432,292.86435,268.36304,233.26668,219.16342,198.86627,180.47615,171.4273,160.12521,153.10901,150.95174,134.64977,127.36398,120.41027,117.68108,114.77268,107.207535,103.64655,95.485596,92.42332,91.24487,87.38191,86.01753,79.002975,76.52841,71.36426,66.71289,61.516644,58.819332,56.76939,54.512,52.135345,43.423462,41.456917,39.39179,37.81697,35.608887,33.436516,28.373613,27.922922,24.84201,22.965416,20.402174,17.99206,14.948491,13.069259,10.792095,10.099396,5.2023144,4.320117,1.7144865,0.7747607,1.0771866e-12,1.0
27,3041.2566,2097.8904,1125.8434,863.98596,658.3758,477.8872,466.57904,399.2872,322.47296,292.52264,270.46152,257.26053,249.83582,213.56023,203.3962,182.7536,164.89989,161.58383,148.0143,142.79837,135.45547,127.75363,113.39517,111.25081,106.28923,97.393295,88.476074,84.9607,75.16518,74.653755,69.051544,67.13878,62.53514,57.626278,46.940548,46.09753,42.6358,41.574615,35.269604,34.412212,32.18658,30.825214,24.674488,24.05166,21.678709,20.51287,18.073322,16.88414,14.046967,11.680246,10.36894,9.182137,7.72903,6.887557,6.4890103,5.648478,4.13846,3.8078032,3.343397,2.0932283,1.0855874,0.63950866,0.14242753,1.336234e-12,1.0
28,1300.8341,1276.1664,1151.5161,987.2144,863.8189,767.0954,657.06,634.4124,589.61957,559.3443,536.75525,504.92175,465.87772,429.7173,417.61963,399.73474,392.88464,369.3726,362.541,340.30438,321.6004,313.5019,293.19568,286.85226,281.36185,275.21188,261.35333,257.44162,241.51527,235.76457,222.89201,214.02818,207.10779,197.26239,190.95097,179.64342,168.22362,164.38841,156.10472,139.42683,138.10056,129.33957,125.459206,116.73129,111.4695,102.184326,94.49571,93.50043,87.736755,86.017555,79.26946,75.95722,66.88924,60.49179,57.33942,48.422295,40.442104,34.52975,25.953482,23.265001,14.151141,9.93174,3.8949614,5.531123e-13,1.0
29,2041.5526,1841.6088,1700.5242,1586.6227,1134.1013,964.2446,835.1431,813.8281,749.99634,675.9856,550.0191,534.7907,499.539,422.12546,404.4071,373.02652,370.97385,347.7134,308.8587,288.70667,270.6398,249.86856,238.72746,228.05838,212.0152,201.14075,198.27463,186.72263,181.14217,179.3383,166.56926,150.19879,143.4537,138.57275,133.60129,132.02965,122.58504,120.34339,115.67346,104.4751,98.36379,96.749855,89.15654,84.00644,76.52106,72.31305,69.28847,63.525307,58.80035,49.462982,48.643314,45.195724,37.085392,35.172634,32.990326,28.166624,22.89777,18.974243,17.71782,13.862478,9.113705,7.9025345,5.108809,6.81237e-13,1.0
30,1359.8324,976.61694,853.5984,780.3722,610.6528,537.5749,507.62463,464.77155,427.77063,405.31522,342.57303,335.07254,289.42105,276.7115,258.1486,234.29745,215.3443,199.02246,197.71866,187.91365,172.48392,161.69223,153.58975,147.08203,142.71329,139.47617,130.03854,125.69473,123.23937,110.152885,107.70034,103.96798,100.225716,94.70063,88.239105,86.68564,79.62692,76.94215,72.87491,71.08325,66.35744,60.574135,57.639683,56.73269,52.22772,47.87167,47.190636,39.657787,37.709152,37.25188,34.76967,30.038368,26.154076,23.546925,21.505783,18.734346,18.009003,16.383926,12.669808,9.510615,8.215891,5.6838226,1.7711966,5.9927914e-13,1.0
31,4088.0718,1539.5289,710.93646,589.52545,495.687,381.54825,351.733,321.329,302.67786,287.52167,257.13147,237.75629,210.54274,206.75363,187.80392,164.98569,158.47627,148.79723,135.41527,124.67631,120.728516,109.499435,104.063385,100.86752,98.10941,86.77291,84.93987,78.242645,76.35825,63.62836,61.86198,53.10345,48.146023,46.351437,42.553696,35.7988,33.781742,30.489304,28.321894,25.268044,20.942625,17.63052,15.415574,11.601807,10.263355,8.075753,6.033877,4.7324505,0.51622385,0.2856159,0.106217474,1.8182919e-12,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.9902294e-13,3.8130065e-13,1.0
32,2813.839,1565.7996,1260.9961,1011.76984,866.80414,638.71625,625.8455,595.3356,450.5837,426.96454,403.37137,344.54352,321.85376,317.84363,305.1921,290.24384,271.12595,258.81412,249.90805,239.83446,221.37988,215.22131,208.64984,199.86067,194.54701,191.32126,181.44914,166.5789,162.95569,158.29736,149.49817,137.00641,133.84799,126.180984,122.70906,116.02447,110.52097,104.70795,96.56831,88.71045,81.847824,80.11105,72.77132,67.86698,63.601467,59.28051,56.933952,51.587143,45.199856,38.695675,33.492916,32.26642,28.520569,23.3427,16.51747,15.160172,11.142966,9.458054,5.60417,2.4265542,1.7513987,2.2475371e-13,2.2475371e-13,1.8564871e-13,1.0
33,2806.7778,1457.9801,1128.5132,834.4146,664.5133,559.45465,502.61407,448.92517,356.07346,343.21515,302.8685,285.1515,277.09985,256.9587,248.61877,234.3514,212.61105,203.22903,199.33102,192.87123,182.21393,175.29099,172.16995,168.2637,159.9784,155.22556,149.84468,148.12746,143.2617,132.327,128.05862,119.01759,115.79929,110.67468,102.24371,93.70075,90.1357,83.22755,73.3163,70.184105,67.130775,60.606594,55.189285,53.780167,45.48617,43.68306,39.845837,38.585163,37.70555,33.54936,30.481794,30.209051,27.752316,24.243889,23.7787,20.95245,18.425577,14.153497,10.544567,8.731821,7.5964375,5.667006,1.3406184,1.2437542e-12,1.0
34,2847.5186,1838.7279,1370.7861,793.13226,592.49023,558.2557,518.86536,411.42993,397.1898,373.0914,338.60956,314.18936,291.9101,277.33066,257.4595,224.19601,212.63,210.32184,188.5969,179.03094,170.97931,169.83679,159.3241,148.62491,133.83545,128.42406,121.98931,114.78144,112.7624,104.75113,102.04538,93.97561,90.6375,84.13927,79.90293,77.20187,70.83124,66.034966,62.38531,58.40954,53.81956,49.03081,45.760925,41.383026,38.51159,37.523293,30.72903,24.899399,23.739271,21.53436,14.409818,12.271236,9.118075,7.0925236,5.0596275,3.398448,2.1704872,0.35227498,1.2690715e-12,2.3601368e-13,2.3601368e-13,2.3601368e-13,2.3601368e-13,2.166861e-13,1.0
35,3612.9495,1850.4565,1005.9854,750.85455,638.3697,512.86066,452.68155,439.79645,426.23035,377.27524,353.5829,333.30777,283.92117,272.37683,257.32278,246.03001,222.45107,213.16098,198.64316,196.60913,190.67517,171.1813,159.53043,152.78374,142.3925,128.34477,120.018715,116.63102,112.72862,105.49276,102.484055,94.75209,92.623474,81.58918,77.56608,73.084175,68.15882,67.633484,57.54394,55.5668,52.70819,45.650486,40.127518,39.944042,34.094154,29.21164,26.811321,24.207125,19.533915,16.836483,12.187185,11.51114,1.6277425e-12,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.4583374e-13,3.1869632e-13,1.0
36,3162.166,1401.2084,760.83636,466.8013,413.7772,315.2663,296.49057,276.4541,263.54327,233.35622,218.65192,200.0861,194.67828,182.50505,174.01784,166.96918,159.23845,152.10364,143.9262,130.9934,123.62761,116.53728,109.31913,99.82486,90.25032,80.45726,77.1751,75.59484,70.567215,54.777847,43.527813,43.272923,38.664116,33.014515,23.76254,11.489653,8.995155,7.059302,6.3975735,5.6002584,4.876512,4.399826,4.1449885,3.3902657,3.328645,2.9304762,2.576775,2.2931254,2.0959146,1.9436053,1.6880554,1.5665194,1.4902737,1.0879787,0.8545418,0.6482015,0.5220518,0.3041898,0.2512307,0.18439052,0.1583545,0.0780846,0.041580524,1.3847845e-12,1.0
37,2720.5068,721.33356,528.6994,421.71786,358.9144,319.3258,285.21176,231.35646,211.263,188.73575,178.07973,162.65231,150.92795,139.5018,131.46638,122.10916,111.623505,108.61263,100.22037,93.75442,89.0634,85.80658,82.87781,76.58368,74.80413,67.25576,59.89005,58.86115,54.053253,50.90842,44.540237,38.42165,35.8778,30.811329,27.24924,24.57167,20.680864,14.721721,13.3761635,11.511604,8.744669,4.6750813,3.4898798,3.411672,2.9019754,2.8229337,2.1056652,2.0503163,1.6106868,1.5363448,1.3401928,1.2195661,1.0306041,0.78339434,0.7037556,0.53965354,0.34529477,7.522305e-13,2.3122945e-13,2.3122945e-13,2.3122945e-13,2.3122945e-13,2.3122945e-13,2.3122945e-13,1.0
